Movie Name,Star1,Star2,Star3,Star4,Votes,Genre1,Genre2,Genre3,Gross Collection,Popularity,Certification
The Commuter,Liam Neeson,Vera Farmiga,Patrick Wilson,Jonathan Banks,"120,555",Action,Mystery,Thriller,,"3,382",PG-13
This Means War,Reese Witherspoon,Chris Pine,Tom Hardy,Til Schweiger,"191,072",Action,Comedy,Romance,2.35 : 1,"3,433",PG-13
Jack the Giant Slayer,Nicholas Hoult,Stanley Tucci,Ewan McGregor,Bill Nighy,"143,354",Action,Adventure,Fantasy,2.35 : 1,"3,586",PG-13
Beowulf,Ray Winstone,Crispin Glover,Angelina Jolie,Robin Wright,"171,225",Animation,Action,Adventure,2.39 : 1,"3,611",PG-13
Once Upon a Time in Mexico,Antonio Banderas,Salma Hayek,Johnny Depp,Willem Dafoe,"166,535",Action,Crime,Thriller,,"3,862",R
#Alive,Yoo Ah-in,Park Shin-Hye,Jeon Bae-soo,Hyun-Wook Lee,"44,250",Action,Drama,Horror,2.35 : 1,"3,927",TV-MA
Entrapment,Sean Connery,Catherine Zeta-Jones,Ving Rhames,Will Patton,"120,857",Action,Crime,Romance,2.35 : 1,"3,938",PG-13
The Collector,Josh Stewart,Andrea Roth,Juan Fernández,William Prael,"69,065",Action,Horror,Thriller,,"3,979",R
Scouts Guide to the Zombie Apocalypse,Tye Sheridan,Logan Miller,Joey Morgan,Sarah Dumont,"52,805",Action,Comedy,Horror,,"4,008",R
The American,George Clooney,Paolo Bonacelli,Violante Placido,Irina Björklund,"100,232",Action,Crime,Drama,2.35 : 1,"4,474",R
Criminal,Kevin Costner,Ryan Reynolds,Gal Gadot,Gary Oldman,"68,499",Action,Sci-Fi,Thriller,,"4,524",R
Johnny English Reborn,Rowan Atkinson,Rosamund Pike,Dominic West,Roger Barclay,"136,267",Action,Adventure,Comedy,2.35 : 1,"4,612",PG
Paycheck,Ben Affleck,Aaron Eckhart,Uma Thurman,Michael C. Hall,"111,218",Action,Mystery,Sci-Fi,2.39 : 1,"4,635",PG-13
Spectral,James Badge Dale,Emily Mortimer,Bruce Greenwood,Max Martini,"62,169",Action,Adventure,Sci-Fi,,"4,742",PG-13
Revolver,Jason Statham,Ray Liotta,André 3000,Vincent Pastore,"99,535",Action,Crime,Drama,,"4,792",R
Mr. Right,Anna Kendrick,Sam Rockwell,Tim Roth,James Ransone,"58,600",Action,Comedy,Romance,,"4,820",R
Surrogates,Bruce Willis,Radha Mitchell,Ving Rhames,Rosamund Pike,"178,073",Action,Sci-Fi,Thriller,,"4,928",PG-13
Every Which Way But Loose,Clint Eastwood,Sondra Locke,Geoffrey Lewis,Beverly D'Angelo,"28,969",Action,Comedy,,,_,PG
Triple 9,Casey Affleck,Chiwetel Ejiofor,Anthony Mackie,Aaron Paul,"74,753",Action,Crime,Thriller,,_,R
Osmosis Jones,Laurence Fishburne,Chris Rock,David Hyde Pierce,Brandy Norwood,"37,596",Animation,Action,Adventure,,_,PG
Assault on Precinct 13,Ethan Hawke,Laurence Fishburne,Gabriel Byrne,Maria Bello,"80,743",Action,Crime,Drama,,_,R
The Black Cauldron,Grant Bardsley,Freddie Jones,Susan Sheridan,Nigel Hawthorne,"38,695",Animation,Action,Adventure,,_,PG
Centurion,Michael Fassbender,Dominic West,Olga Kurylenko,Andreas Wisniewski,"84,696",Action,Drama,History,,_,R
Unlocked,Noomi Rapace,Orlando Bloom,Toni Collette,John Malkovich,"37,340",Action,Thriller,,,_,R
Blue Streak,Martin Lawrence,Luke Wilson,Peter Greene,Dave Chappelle,"86,399",Action,Comedy,Crime,,_,PG-13
Ninja Assassin,Rain,Rick Yune,Naomie Harris,Joon Lee,"74,087",Action,Thriller,,,_,R
The Dead Pool,Clint Eastwood,Liam Neeson,Patricia Clarkson,Evan C. Kim,"47,587",Action,Crime,Mystery,,_,R
Assassins,Sylvester Stallone,Antonio Banderas,Julianne Moore,Anatoli Davydov,"86,156",Action,Crime,Thriller,,_,R
Underworld: Awakening,Kate Beckinsale,Michael Ealy,India Eisley,Stephen Rea,"158,284",Action,Fantasy,Horror,2.35 : 1,_,R
Risen,Joseph Fiennes,Tom Felton,Peter Firth,Cliff Curtis,"29,710",Action,Drama,History,,_,PG-13
Repo Men,Jude Law,Forest Whitaker,Alice Braga,Liev Schreiber,"109,243",Action,Sci-Fi,Thriller,2.35 : 1,_,R
7500,Joseph Gordon-Levitt,Omid Memar,Aylin Tezel,Carlo Kitzlinger,"30,767",Action,Drama,Thriller,,_,R
ARQ,Robbie Amell,Rachael Taylor,Shaun Benson,Gray Powell,"40,691",Action,Sci-Fi,Thriller,,_,TV-MA
Proof of Life,Meg Ryan,Russell Crowe,David Morse,Pamela Reed,"58,146",Action,Drama,Thriller,,_,R
Escape from the Planet of the Apes,Roddy McDowall,Kim Hunter,Bradford Dillman,Natalie Trundy,"37,252",Action,Sci-Fi,,,_,G
Nick of Time,Johnny Depp,Christopher Walken,Courtney Chase,Charles S. Dutton,"44,161",Action,Crime,Drama,,_,R
Formula 51,Samuel L. Jackson,Robert Carlyle,Emily Mortimer,Nigel Whitmey,"50,300",Action,Comedy,Crime,2.35 : 1,_,R
Charlie Countryman,Shia LaBeouf,Evan Rachel Wood,Mads Mikkelsen,Til Schweiger,"29,226",Action,Comedy,Drama,2.35 : 1,_,R
Toofaan,Farhan Akhtar,Mrunal Thakur,Paresh Rawal,Mohan Agashe,"51,834",Action,Drama,Sport,,_,
Transformers: Rise of the Beasts,Anthony Ramos,Dominique Fishback,Luna Lauren Velez,Dean Scott Vazquez,"51,886",Action,Adventure,Sci-Fi,2.39 : 1,12,PG-13
Indiana Jones and the Kingdom of the Crystal Skull,Harrison Ford,Cate Blanchett,Shia LaBeouf,Karen Allen,"476,492",Action,Adventure,,,58,PG-13
Thor: Love and Thunder,Chris Hemsworth,Natalie Portman,Christian Bale,Tessa Thompson,"370,693",Action,Adventure,Comedy,,250,PG-13
Transformers: Dark of the Moon,Shia LaBeouf,Rosie Huntington-Whiteley,Tyrese Gibson,Josh Duhamel,"422,250",Action,Adventure,Sci-Fi,"$1,123,794,079",558,PG-13
Pearl Harbor,Ben Affleck,Kate Beckinsale,Josh Hartnett,William Lee Scott,"342,718",Action,Drama,History,2.39 : 1,700,PG-13
Moonraker,Roger Moore,Lois Chiles,Michael Lonsdale,Richard Kiel,"105,304",Action,Adventure,Sci-Fi,,819,PG
Alien: Resurrection,Sigourney Weaver,Winona Ryder,Dominique Pinon,Ron Perlman,"255,605",Action,Horror,Sci-Fi,"$161,376,069",912,R
Terminator: Dark Fate,Linda Hamilton,Arnold Schwarzenegger,Mackenzie Davis,Natalia Reyes,"186,174",Action,Adventure,Sci-Fi,"$261,119,292",957,R
Hitman,Timothy Olyphant,Dougray Scott,Olga Kurylenko,Robert Knepper,"174,532",Action,Crime,Thriller,,980,R
The Karate Kid,Jackie Chan,Jaden Smith,Taraji P. Henson,Wenwen Han,"195,450",Action,Drama,Family,"$359,126,022","1,009",PG
Deep Impact,Robert Duvall,Téa Leoni,Elijah Wood,Morgan Freeman,"184,220",Action,Drama,Sci-Fi,,"1,265",PG-13
Small Soldiers,Kirsten Dunst,Gregory Smith,David Cross,Jay Mohr,"102,883",Action,Adventure,Comedy,,"1,377",PG-13
Total Recall,Colin Farrell,Bokeem Woodbine,Bryan Cranston,Kate Beckinsale,"260,789",Action,Adventure,Sci-Fi,"$198,467,168","1,401",PG-13
The Legend of Tarzan,Alexander Skarsgård,Rory J Saper,Christian Stevens,Christoph Waltz,"182,179",Action,Adventure,Drama,,"1,426",PG-13
Knowing,Nicolas Cage,Chandler Canterbury,Rose Byrne,Lara Robinson,"241,527",Action,Mystery,Sci-Fi,"$183,658,498","1,640",PG-13
300: Rise of an Empire,Sullivan Stapleton,Eva Green,Lena Headey,Hans Matheson,"309,179",Action,Drama,,2.35 : 1,"1,646",R
Kindergarten Cop,Arnold Schwarzenegger,Penelope Ann Miller,Pamela Reed,Linda Hunt,"157,299",Action,Comedy,Crime,1.85 : 1,"1,663",PG-13
Jack Ryan: Shadow Recruit,Chris Pine,Kevin Costner,Keira Knightley,Kenneth Branagh,"135,656",Action,Drama,Thriller,"$135,503,748","1,672",PG-13
Rush Hour 3,Jackie Chan,Chris Tucker,Max von Sydow,Hiroyuki Sanada,"176,600",Action,Comedy,Crime,"$258,097,122","1,691",PG-13
Men in Black II,Tommy Lee Jones,Will Smith,Rip Torn,Lara Flynn Boyle,"389,626",Action,Adventure,Comedy,"$445,135,288","1,719",PG-13
Transcendence,Johnny Depp,Rebecca Hall,Morgan Freeman,Cillian Murphy,"234,292",Action,Drama,Sci-Fi,2.35 : 1,"2,079",PG-13
Dick Tracy,Warren Beatty,Madonna,Al Pacino,Charlie Korsmo,"64,092",Action,Comedy,Crime,,"2,232",PG
47 Ronin,Keanu Reeves,Hiroyuki Sanada,Ko Shibasaki,Tadanobu Asano,"166,406",Action,Drama,Fantasy,2.39 : 1,"2,237",PG-13
Outlander,Jim Caviezel,Sophia Myles,Ron Perlman,Jack Huston,"77,254",Action,Adventure,Sci-Fi,2.35 : 1,"2,282",R
In the Shadow of the Moon,Boyd Holbrook,Cleopatra Coleman,Bokeem Woodbine,Michael C. Hall,"57,036",Action,Crime,Mystery,,"2,293",TV-MA
Maze Runner: The Death Cure,Dylan O'Brien,Ki Hong Lee,Kaya Scodelario,Thomas Brodie-Sangster,"151,600",Action,Adventure,Sci-Fi,2.39 : 1,"2,296",PG-13
Reign of Fire,Matthew McConaughey,Christian Bale,Izabella Scorupco,Gerard Butler,"141,619",Action,Adventure,Fantasy,2.35 : 1,"2,353",PG-13
The Silencing,Nikolaj Coster-Waldau,Caleb Ellsworth-Clark,Josh Cruddas,Annabelle Wallis,"28,872",Action,Crime,Mystery,,"2,382",R
Captain Underpants: The First Epic Movie,Kevin Hart,Thomas Middleditch,Ed Helms,Nick Kroll,"30,633",Animation,Action,Adventure,,"2,394",PG
Johnny English Strikes Again,Rowan Atkinson,Ben Miller,Olga Kurylenko,Emma Thompson,"78,674",Action,Adventure,Comedy,,"2,423",PG
The Devil's Own,Harrison Ford,Brad Pitt,Margaret Colin,Rubén Blades,"68,984",Action,Crime,Drama,,"2,477",R
Austin Powers in Goldmember,Mike Myers,Beyoncé,Seth Green,Michael York,"217,100",Action,Adventure,Comedy,,"2,657",PG-13
Kate,Mary Elizabeth Winstead,Woody Harrelson,Miku Patricia Martineau,Tadanobu Asano,"66,709",Action,Adventure,Crime,,"2,673",R
Inferno,Tom Hanks,Felicity Jones,Irrfan Khan,Ben Foster,"183,342",Action,Adventure,Crime,1.85 : 1,"2,747",PG-13
Mad Max Beyond Thunderdome,Mel Gibson,Tina Turner,Bruce Spence,Adam Cockburn,"142,580",Action,Adventure,Sci-Fi,"$36,230,219","2,762",PG-13
The Cannonball Run,Burt Reynolds,Roger Moore,Farrah Fawcett,Dom DeLuise,"38,436",Action,Comedy,Sport,1.85 : 1,"2,766",PG
The Wall,Aaron Taylor-Johnson,John Cena,Laith Nakli,,"28,960",Action,Drama,Thriller,,"2,768",R
The Divergent Series: Insurgent,Shailene Woodley,Ansel Elgort,Theo James,Kate Winslet,"246,608",Action,Adventure,Sci-Fi,,"2,988",PG-13
Parker,Jason Statham,Jennifer Lopez,Michael Chiklis,Nick Nolte,"126,391",Action,Crime,Thriller,,"3,009",R
Deliver Us from Evil,Eric Bana,Edgar Ramírez,Olivia Munn,Chris Coy,"81,386",Action,Adventure,Crime,,"3,011",R
Dracula Untold,Luke Evans,Dominic Cooper,Sarah Gadon,Art Parkinson,"202,170",Action,Drama,Fantasy,,"3,173",PG-13
Spenser Confidential,Mark Wahlberg,Winston Duke,Alan Arkin,Iliza Shlesinger,"93,553",Action,Comedy,Crime,,"3,311",R
Rogue,Michael Vartan,Radha Mitchell,Sam Worthington,Caroline Brazier,"32,340",Action,Drama,Horror,1.85 : 1,"3,516",R
Eraser,Arnold Schwarzenegger,Vanessa Williams,James Caan,James Coburn,"115,678",Action,Crime,Thriller,2.39 : 1,"3,530",R
A Lonely Place to Die,Alec Newman,Ed Speleers,Melissa George,Kate Magowan,"30,130",Action,Adventure,Crime,,"3,588",R
The November Man,Pierce Brosnan,Luke Bracey,Olga Kurylenko,Bill Smitrovich,"69,406",Action,Thriller,,,"3,653",R
Johnny English,Rowan Atkinson,John Malkovich,Natalie Imbruglia,Tasha de Vasconcelos,"167,959",Action,Adventure,Comedy,1.85 : 1,"3,673",PG
Time Trap,Reiley McClendon,Cassidy Gifford,Brianne Howey,Olivia Draguicevich,"40,435",Action,Adventure,Mystery,,"3,706",Not Rated
Zathura: A Space Adventure,Josh Hutcherson,Jonah Bobo,Dax Shepard,Tim Robbins,"110,444",Action,Adventure,Comedy,1.85 : 1,"3,812",PG
TMNT,Patrick Stewart,Mako,Chris Evans,Sarah Michelle Gellar,"66,623",Animation,Action,Adventure,"$95,802,916","3,939",PG
The Brothers Grimsby,Sacha Baron Cohen,Mark Strong,Rebel Wilson,Freddie Crowder,"107,296",Action,Adventure,Comedy,,"3,990",R
Taken 2,Liam Neeson,Famke Janssen,Maggie Grace,Leland Orser,"315,066",Action,Crime,Thriller,"$376,152,455","4,028",PG-13
The Toxic Avenger,Andree Maranda,Mitch Cohen,Jennifer Babtist,Cindy Manion,"30,305",Action,Comedy,Horror,1.85 : 1,"4,156",R
3 Days to Kill,Kevin Costner,Hailee Steinfeld,Connie Nielsen,Amber Heard,"95,845",Action,Drama,Thriller,,"4,210",PG-13
Death Race 2000,David Carradine,Sylvester Stallone,Simone Griffeth,Mary Woronov,"29,430",Action,Comedy,Sci-Fi,,"4,217",R
Copshop,Gerard Butler,Frank Grillo,Alexis Louder,Toby Huss,"35,128",Action,Thriller,,,"4,218",R
Redemption,Jason Statham,Agata Buzek,Vicky McClure,Benedict Wong,"74,733",Action,Crime,Drama,,"4,248",R
American Assassin,Dylan O'Brien,Michael Keaton,Sanaa Lathan,Taylor Kitsch,"86,169",Action,Thriller,,2.35 : 1,"4,268",R
Next,Nicolas Cage,Julianne Moore,Jessica Biel,Thomas Kretschmann,"162,933",Action,Sci-Fi,Thriller,2.35 : 1,"4,465",PG-13
Cold Pursuit,Liam Neeson,Laura Dern,Micheál Neeson,Michael Eklund,"72,991",Action,Comedy,Crime,"$76,419,755","4,541",R
Hard Target,Jean-Claude Van Damme,Lance Henriksen,Yancy Butler,Chuck Pfarrer,"54,091",Action,Crime,Thriller,,"4,667",R
Takers,Chris Brown,Hayden Christensen,Matt Dillon,Michael Ealy,"64,502",Action,Crime,Drama,,"4,719",PG-13
Keanu,Keegan-Michael Key,Jordan Peele,Tiffany Haddish,Method Man,"50,760",Action,Comedy,Crime,2.35 : 1,"4,906",R
Lionheart,Jean-Claude Van Damme,Harrison Page,Deborah Rennard,Lisa Pelikan,"38,187",Action,Crime,Drama,,"4,935",R
The Losers,Idris Elba,Zoe Saldana,Jeffrey Dean Morgan,Chris Evans,"104,982",Action,Adventure,Comedy,2.35 : 1,_,PG-13
Stuber,Dave Bautista,Kumail Nanjiani,Mira Sorvino,Natalie Morales,"49,844",Action,Comedy,Crime,,_,R
The Saint,Val Kilmer,Elisabeth Shue,Rade Serbedzija,Valeriy Nikolaev,"70,807",Action,Adventure,Romance,2.39 : 1,_,PG-13
Tower Heist,Eddie Murphy,Ben Stiller,Casey Affleck,Alan Alda,"148,359",Action,Comedy,Crime,2.39 : 1,_,PG-13
Shanghai Knights,Jackie Chan,Owen Wilson,Fann Wong,Aaron Taylor-Johnson,"109,922",Action,Adventure,Comedy,,_,PG-13
Resident Evil: Extinction,Milla Jovovich,Ali Larter,Oded Fehr,Iain Glen,"201,071",Action,Horror,Sci-Fi,"$147,717,833",_,R
Feast,Navi Rawat,Krista Allen,Balthazar Getty,Judah Friedlander,"33,010",Action,Comedy,Horror,2.35 : 1,_,R
Last Knights,Clive Owen,Morgan Freeman,Aksel Hennie,Payman Maadi,"44,446",Action,Drama,History,,_,R
The Eagle,Channing Tatum,Jamie Bell,Donald Sutherland,István Göz,"72,258",Action,Adventure,Drama,2.35 : 1,_,PG-13
Kung Pow: Enter the Fist,Steve Oedekerk,Fei Lung,Leo Lee,Ling-Ling Hsieh,"47,548",Action,Comedy,,,_,PG-13
The Outsider,Jared Leto,Tadanobu Asano,Kippei Shîna,Shioli Kutsuna,"27,744",Action,Crime,Drama,,_,TV-MA
War,Jet Li,Jason Statham,Nadine Velazquez,John Lone,"94,446",Action,Crime,Thriller,2.35 : 1,_,R
Loaded Weapon 1,Emilio Estevez,Samuel L. Jackson,Jon Lovitz,Tim Curry,"49,995",Action,Comedy,Crime,,_,PG-13
The Boondock Saints II: All Saints Day,Sean Patrick Flanery,Norman Reedus,Billy Connolly,Clifton Collins Jr.,"65,881",Action,Thriller,,,_,R
Rising Sun,Sean Connery,Wesley Snipes,Harvey Keitel,Cary-Hiroyuki Tagawa,"47,368",Action,Crime,Drama,,_,R
Pokémon: The First Movie - Mewtwo Strikes Back,Veronica Taylor,Rachael Lillis,Eric Stuart,Rica Matsumoto,"44,609",Animation,Action,Adventure,,_,G
Blown Away,Jeff Bridges,Tommy Lee Jones,Suzy Amis,Lloyd Bridges,"32,725",Action,Crime,Drama,,_,R
Astro Boy,Freddie Highmore,Nicolas Cage,Kristen Bell,Charlize Theron,"38,495",Animation,Action,Adventure,,_,PG
Destroyer,Nicole Kidman,Toby Kebbell,Tatiana Maslany,Sebastian Stan,"30,843",Action,Crime,Drama,,_,R
Money Talks,Charlie Sheen,Chris Tucker,Heather Locklear,Elise Neal,"30,538",Action,Comedy,Crime,2.35 : 1,_,R
After the Sunset,Pierce Brosnan,Salma Hayek,Woody Harrelson,Don Cheadle,"48,906",Action,Comedy,Crime,,_,PG-13
Mr. Nice Guy,Jackie Chan,Richard Norton,Miki Lee,Karen McLymont,"28,114",Action,Adventure,Comedy,,_,PG-13
The Warrior's Way,Jang Dong-Gun,Kate Bosworth,Geoffrey Rush,Danny Huston,"26,850",Action,Drama,Fantasy,2.35 : 1,_,R
Ong Bak 2,Tony Jaa,Sarunyu Wongkrachang,Sorapong Chatree,Primrata Dej-Udom,"31,398",Action,History,,,_,R
The Legend of Tomiris,Ghassan Massoud,Eduardo Minett,Aizhan Lighg,Yerden Telemissov,"42,700",Action,Drama,History,,_,TV-14
Dabangg,Salman Khan,Sonakshi Sinha,Sonu Sood,Arbaaz Khan,"33,515",Action,Comedy,Crime,,_,Not Rated
Mission: Impossible II,Tom Cruise,Dougray Scott,Thandiwe Newton,Ving Rhames,"361,011",Action,Adventure,Thriller,"$546,388,108",41,PG-13
Ant-Man and the Wasp: Quantumania,Paul Rudd,Evangeline Lilly,Michael Douglas,Michelle Pfeiffer,"191,187",Action,Adventure,Comedy,,107,PG-13
Mortal Engines,Hera Hilmar,Robert Sheehan,Hugo Weaving,Jihae,"132,672",Action,Adventure,Fantasy,2.39 : 1,162,PG-13
The Huntsman: Winter's War,Chris Hemsworth,Jessica Chastain,Charlize Theron,Emily Blunt,"115,252",Action,Adventure,Drama,"$164,989,338",400,PG-13
Snow White and the Huntsman,Kristen Stewart,Chris Hemsworth,Charlize Theron,Sam Claflin,"296,431",Action,Adventure,Drama,"$396,592,829",595,PG-13
Mortal Kombat,Lewis Tan,Jessica McNamee,Josh Lawson,Joe Taslim,"182,619",Action,Adventure,Fantasy,"$84,426,031",659,R
The Lost City,Sandra Bullock,Channing Tatum,Daniel Radcliffe,Da'Vine Joy Randolph,"136,664",Action,Adventure,Comedy,,703,PG-13
Justice League,Ben Affleck,Gal Gadot,Jason Momoa,Ezra Miller,"466,077",Action,Adventure,Fantasy,"$657,926,987",826,PG-13
Jurassic World: Fallen Kingdom,Chris Pratt,Bryce Dallas Howard,Rafe Spall,Justice Smith,"330,024",Action,Adventure,Sci-Fi,"$1,310,466,296",898,PG-13
6 Underground,Ryan Reynolds,Mélanie Laurent,Manuel Garcia-Rulfo,Ben Hardy,"187,798",Action,Thriller,,2.39 : 1,967,R
Rampage,Dwayne Johnson,Naomie Harris,Malin Akerman,Jeffrey Dean Morgan,"177,368",Action,Adventure,Sci-Fi,"$428,028,233","1,109",PG-13
Ambulance,Jake Gyllenhaal,Yahya Abdul-Mateen II,Eiza González,Garret Dillahunt,"84,927",Action,Crime,Drama,,"1,124",R
Birds of Prey,Margot Robbie,Rosie Perez,Mary Elizabeth Winstead,Jurnee Smollett,"252,364",Action,Comedy,Crime,2.39 : 1,"1,178",R
Hitman's Wife's Bodyguard,Ryan Reynolds,Samuel L. Jackson,Salma Hayek,Antonio Banderas,"101,044",Action,Comedy,Crime,2.39 : 1,"1,229",R
Jack Reacher: Never Go Back,Tom Cruise,Cobie Smulders,Aldis Hodge,Robert Knepper,"166,767",Action,Crime,Drama,,"1,294",PG-13
Hotel Artemis,Jodie Foster,Sofia Boutella,Dave Bautista,Sterling K. Brown,"56,142",Action,Crime,Drama,2.39 : 1,"1,420",R
Gunpowder Milkshake,Karen Gillan,Lena Headey,Carla Gugino,Michelle Yeoh,"48,287",Action,Crime,Thriller,2.39 : 1,"1,425",R
Superman Returns,Brandon Routh,Kevin Spacey,Kate Bosworth,James Marsden,"288,178",Action,Adventure,Sci-Fi,,"1,434",PG-13
Lightyear,Chris Evans,Keke Palmer,Peter Sohn,Taika Waititi,"116,079",Animation,Action,Adventure,2.39 : 1,"1,731",PG
Never Say Never Again,Sean Connery,Kim Basinger,Klaus Maria Brandauer,Max von Sydow,"70,713",Action,Adventure,Thriller,2.39 : 1,"1,830",PG
Day Shift,Jamie Foxx,Dave Franco,Natasha Liu Bordizzo,Meagan Good,"84,421",Action,Comedy,Fantasy,,"1,836",R
Dora and the Lost City of Gold,Isabela Merced,Eugenio Derbez,Michael Peña,Eva Longoria,"32,586",Action,Adventure,Comedy,,"2,094",PG
Days of Thunder,Tom Cruise,Nicole Kidman,Robert Duvall,Randy Quaid,"93,060",Action,Drama,Sport,,"2,109",PG-13
The Expendables 3,Sylvester Stallone,Jason Statham,Jet Li,Antonio Banderas,"189,021",Action,Adventure,Thriller,"$214,657,577","2,137",PG-13
Lou,Allison Janney,Jurnee Smollett,Logan Marshall-Green,Ridley Asha Bateman,"30,512",Action,Adventure,Crime,,"2,140",R
Hansel & Gretel: Witch Hunters,Jeremy Renner,Gemma Arterton,Peter Stormare,Famke Janssen,"212,084",Action,Fantasy,Horror,2.35 : 1,"2,236",R
San Andreas,Dwayne Johnson,Carla Gugino,Alexandra Daddario,Colton Haynes,"247,910",Action,Adventure,Thriller,2.39 : 1,"2,258",PG-13
RoboCop,Joel Kinnaman,Gary Oldman,Michael Keaton,Abbie Cornish,"234,531",Action,Crime,Sci-Fi,"$242,688,965","2,500",PG-13
The Karate Kid Part II,Pat Morita,Ralph Macchio,Pat E. Johnson,Bruce Malmuth,"94,999",Action,Family,Sport,1.85 : 1,"2,611",PG
Die Another Day,Pierce Brosnan,Halle Berry,Rosamund Pike,Toby Stephens,"224,310",Action,Adventure,Thriller,2.39 : 1,"2,613",PG-13
Mile 22,Mark Wahlberg,Lauren Cohan,Iko Uwais,John Malkovich,"83,900",Action,Thriller,,2.39 : 1,"2,691",R
Rambo: Last Blood,Sylvester Stallone,Paz Vega,Sergio Peris-Mencheta,Adriana Barraza,"104,351",Action,Crime,Thriller,2.39 : 1,"2,865",R
Jumper,Hayden Christensen,Samuel L. Jackson,Jamie Bell,Rachel Bilson,"315,056",Action,Adventure,Sci-Fi,2.35 : 1,"2,962",PG-13
Krull,Ken Marshall,Lysette Anthony,Freddie Jones,Francesca Annis,"35,080",Action,Adventure,Fantasy,"$16,916,617","3,010",PG
Deep Rising,Treat Williams,Famke Janssen,Anthony Heald,Kevin J. O'Connor,"39,338",Action,Adventure,Horror,,"3,040",R
Speed Racer,Emile Hirsch,Matthew Fox,Christina Ricci,Nicholas Elia,"76,513",Action,Adventure,Comedy,"$93,945,766","3,065",PG
The Girl in the Spider's Web,Claire Foy,Beau Gadsdon,Sverrir Gudnason,LaKeith Stanfield,"49,772",Action,Crime,Drama,"$35,164,920","3,082",R
Lifeforce,Steve Railsback,Mathilda May,Peter Firth,Frank Finlay,"27,696",Action,Horror,Mystery,2.35 : 1,"3,141",R
Crawl,Kaya Scodelario,Barry Pepper,Morfydd Clark,Ross Anderson,"89,291",Action,Adventure,Horror,2.39 : 1,"3,168",R
The Sorcerer's Apprentice,Nicolas Cage,Jay Baruchel,Alfred Molina,Teresa Palmer,"166,549",Action,Adventure,Family,"$215,283,742","3,340",PG
I Am Number Four,Alex Pettyfer,Timothy Olyphant,Dianna Agron,Teresa Palmer,"242,502",Action,Adventure,Sci-Fi,1.85 : 1,"3,564",PG-13
Mystery Men,Ben Stiller,Janeane Garofalo,William H. Macy,Hank Azaria,"69,086",Action,Comedy,Fantasy,1.85 : 1,"3,598",PG-13
Universal Soldier,Jean-Claude Van Damme,Dolph Lundgren,Ally Walker,Ed O'Ross,"93,394",Action,Sci-Fi,,,"3,778",R
Resident Evil: Apocalypse,Milla Jovovich,Sienna Guillory,Eric Mabius,Oded Fehr,"205,307",Action,Horror,Sci-Fi,"$129,342,769","3,968",R
The Protégé,Michael Keaton,Maggie Q,Samuel L. Jackson,David Rintoul,"35,341",Action,Thriller,,,"4,099",R
Blood Red Sky,Peri Baumeister,Carl Anton Koch,Alexander Scheer,Kais Setti,"52,160",Action,Adventure,Drama,,"4,223",TV-MA
The Jewel of the Nile,Michael Douglas,Kathleen Turner,Danny DeVito,Spyros Fokas,"60,253",Action,Adventure,Comedy,,"4,305",PG
Push,Camilla Belle,Dakota Fanning,Chris Evans,Colin Ford,"113,958",Action,Sci-Fi,Thriller,2.35 : 1,"4,322",PG-13
Red State,Michael Parks,Melissa Leo,John Goodman,Michael Angarano,"65,943",Action,Crime,Horror,1.85 : 1,"4,335",R
The Promise,Oscar Isaac,Charlotte Le Bon,Christian Bale,Daniel Giménez Cacho,"177,387",Action,Adventure,Drama,2.35 : 1,"4,359",PG-13
The Postman,Kevin Costner,Will Patton,Larenz Tate,Olivia Williams,"76,206",Action,Adventure,Drama,2.39 : 1,"4,427",R
Crank: High Voltage,Jason Statham,Amy Smart,Clifton Collins Jr.,Dwight Yoakam,"154,770",Action,Crime,Thriller,1.85 : 1,"4,488",R
